# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-11-02 18:50:41 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09384600 LYMAN LAKE NEAR ST. JOHNS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09384600
#            TS   parameter     statistic     Description
#          5222       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5222_00054_32400	5222_00054_32400_cd
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-02-02 09:04:19 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09384600 LYMAN LAKE NEAR ST. JOHNS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09384600
#            TS   parameter     statistic     Description
#          5222       00054     32400     Reservoir storage, acre feet (Observation at noon)
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5222_00054_32400	5222_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09384600	2019-01-01	3709	P
USGS	09384600	2019-01-02	3709	P
USGS	09384600	2019-01-03	3693	P
USGS	09384600	2019-01-04	3704	P
USGS	09384600	2019-01-05	3693	P
USGS	09384600	2019-01-06	3704	P
USGS	09384600	2019-01-07	3688	P
USGS	09384600	2019-01-08		
USGS	09384600	2019-01-09	3698	P
USGS	09384600	2019-01-10	3719	P
USGS	09384600	2019-01-11	3729	P
USGS	09384600	2019-01-12	3714	P
USGS	09384600	2019-01-13	3734	P
USGS	09384600	2019-01-14	3714	P
USGS	09384600	2019-01-15	3739	P
USGS	09384600	2019-01-16	3714	P
USGS	09384600	2019-01-17	3709	P
USGS	09384600	2019-01-18	3729	P
USGS	09384600	2019-01-19		
USGS	09384600	2019-01-20	3739	P
USGS	09384600	2019-01-21	3734	P
USGS	09384600	2019-01-22	3724	P
USGS	09384600	2019-01-23	3719	P
USGS	09384600	2019-01-24	3709	P
USGS	09384600	2019-01-25	3709	P
USGS	09384600	2019-01-26	3714	P
USGS	09384600	2019-01-27	3698	P
USGS	09384600	2019-01-28	3688	P
USGS	09384600	2019-01-29	3688	P
USGS	09384600	2019-01-30	3673	P
USGS	09384600	2019-01-31	3673	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-01 19:28:32 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09384600 LYMAN LAKE NEAR ST. JOHNS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09384600
#            TS   parameter     statistic     Description
#          5222       00054     32400     Reservoir storage, acre feet (Observation at noon)
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5222_00054_32400	5222_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09384600	2019-02-01	3673	P
USGS	09384600	2019-02-02	3683	P
USGS	09384600	2019-02-03	3683	P
USGS	09384600	2019-02-04	3678	P
USGS	09384600	2019-02-05	3668	P
USGS	09384600	2019-02-06	3628	P
USGS	09384600	2019-02-07	3628	P
USGS	09384600	2019-02-08	3623	P
USGS	09384600	2019-02-09	3638	P
USGS	09384600	2019-02-10	3628	P
USGS	09384600	2019-02-11	3628	P
USGS	09384600	2019-02-12	3613	P
USGS	09384600	2019-02-13	3603	P
USGS	09384600	2019-02-14	3618	P
USGS	09384600	2019-02-15	3618	P
USGS	09384600	2019-02-16	3603	P
USGS	09384600	2019-02-17	3613	P
USGS	09384600	2019-02-18	3633	P
USGS	09384600	2019-02-19	3638	P
USGS	09384600	2019-02-20	3633	P
USGS	09384600	2019-02-21		
USGS	09384600	2019-02-22	3673	P
USGS	09384600	2019-02-23	3678	P
USGS	09384600	2019-02-24	3688	P
USGS	09384600	2019-02-25	3693	P
USGS	09384600	2019-02-26	3668	P
USGS	09384600	2019-02-27	3668	P
USGS	09384600	2019-02-28	3698	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-01 19:49:14 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09384600 LYMAN LAKE NEAR ST. JOHNS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09384600
#            TS   parameter     statistic     Description
#          5222       00054     32400     Reservoir storage, acre feet (Observation at noon)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5222_00054_32400	5222_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09384600	2019-03-01	3683	P
USGS	09384600	2019-03-02	3719	P
USGS	09384600	2019-03-03	3683	P
USGS	09384600	2019-03-04	3714	P
USGS	09384600	2019-03-05	3724	P
USGS	09384600	2019-03-06	3754	P
USGS	09384600	2019-03-07	3784	P
USGS	09384600	2019-03-08	3789	P
USGS	09384600	2019-03-09	3914	P
USGS	09384600	2019-03-10	3978	P
USGS	09384600	2019-03-11	4026	P
USGS	09384600	2019-03-12	4180	P
USGS	09384600	2019-03-13	4631	P
USGS	09384600	2019-03-14	5090	P
USGS	09384600	2019-03-15	5400	P
USGS	09384600	2019-03-16	5640	P
USGS	09384600	2019-03-17	5932	P
USGS	09384600	2019-03-18	6142	P
USGS	09384600	2019-03-19	6414	P
USGS	09384600	2019-03-20	6653	P
USGS	09384600	2019-03-21	7020	P
USGS	09384600	2019-03-22	7273	P
USGS	09384600	2019-03-23	7602	P
USGS	09384600	2019-03-24	7906	P
USGS	09384600	2019-03-25	8264	P
USGS	09384600	2019-03-26	8547	P
USGS	09384600	2019-03-27	9016	P
USGS	09384600	2019-03-28	9522	P
USGS	09384600	2019-03-29	10080	P
USGS	09384600	2019-03-30	10630	P
USGS	09384600	2019-03-31	11110	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-05-01 19:19:16 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09384600 LYMAN LAKE NEAR ST. JOHNS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09384600
#            TS   parameter     statistic     Description
#          5222       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5222_00054_32400	5222_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09384600	2019-04-01	11530	P
USGS	09384600	2019-04-02	11880	P
USGS	09384600	2019-04-03	12240	P
USGS	09384600	2019-04-04	12580	P
USGS	09384600	2019-04-05	12910	P
USGS	09384600	2019-04-06	13210	P
USGS	09384600	2019-04-07	13480	P
USGS	09384600	2019-04-08	13750	P
USGS	09384600	2019-04-09	13990	P
USGS	09384600	2019-04-10	14260	P
USGS	09384600	2019-04-11	14470	P
USGS	09384600	2019-04-12	14690	P
USGS	09384600	2019-04-13	14930	P
USGS	09384600	2019-04-14	15100	P
USGS	09384600	2019-04-15	15280	P
USGS	09384600	2019-04-16	15400	P
USGS	09384600	2019-04-17	15520	P
USGS	09384600	2019-04-18	15650	P
USGS	09384600	2019-04-19	15740	P
USGS	09384600	2019-04-20	15780	P
USGS	09384600	2019-04-21	15820	P
USGS	09384600	2019-04-22	15850	P
USGS	09384600	2019-04-23	15940	P
USGS	09384600	2019-04-24	15980	P
USGS	09384600	2019-04-25	16010	P
USGS	09384600	2019-04-26	16040	P
USGS	09384600	2019-04-27	16030	P
USGS	09384600	2019-04-28	16030	P
USGS	09384600	2019-04-29	16030	P
USGS	09384600	2019-04-30	16050	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-06-03 19:16:12 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09384600 LYMAN LAKE NEAR ST. JOHNS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09384600
#            TS   parameter     statistic     Description
#          5222       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5222_00054_32400	5222_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09384600	2019-05-01	16130	P
USGS	09384600	2019-05-02	16140	P
USGS	09384600	2019-05-03	16150	P
USGS	09384600	2019-05-04	16130	P
USGS	09384600	2019-05-05	16110	P
USGS	09384600	2019-05-06	16090	P
USGS	09384600	2019-05-07	16090	P
USGS	09384600	2019-05-08	16070	P
USGS	09384600	2019-05-09	16120	P
USGS	09384600	2019-05-10	16170	P
USGS	09384600	2019-05-11	16200	P
USGS	09384600	2019-05-12	16200	P
USGS	09384600	2019-05-13	16230	P
USGS	09384600	2019-05-14	16220	P
USGS	09384600	2019-05-15	16240	P
USGS	09384600	2019-05-16	16200	P
USGS	09384600	2019-05-17	16220	P
USGS	09384600	2019-05-18	16180	P
USGS	09384600	2019-05-19	16160	P
USGS	09384600	2019-05-20	16180	P
USGS	09384600	2019-05-21	16160	P
USGS	09384600	2019-05-22	16160	P
USGS	09384600	2019-05-23	16150	P
USGS	09384600	2019-05-24	16150	P
USGS	09384600	2019-05-25	16210	P
USGS	09384600	2019-05-26	16160	P
USGS	09384600	2019-05-27	16110	P
USGS	09384600	2019-05-28	16090	P
USGS	09384600	2019-05-29	16100	P
USGS	09384600	2019-05-30	16080	P
USGS	09384600	2019-05-31	16070	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-01 19:45:07 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09384600 LYMAN LAKE NEAR ST. JOHNS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09384600
#            TS   parameter     statistic     Description
#          5222       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5222_00054_32400	5222_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09384600	2019-06-01	16100	P
USGS	09384600	2019-06-02	16060	P
USGS	09384600	2019-06-03	16010	P
USGS	09384600	2019-06-04	16010	P
USGS	09384600	2019-06-05	15940	P
USGS	09384600	2019-06-06	15950	P
USGS	09384600	2019-06-07	15930	P
USGS	09384600	2019-06-08	15880	P
USGS	09384600	2019-06-09	15850	P
USGS	09384600	2019-06-10	15820	P
USGS	09384600	2019-06-11	15810	P
USGS	09384600	2019-06-12	15780	P
USGS	09384600	2019-06-13	15750	P
USGS	09384600	2019-06-14	15670	P
USGS	09384600	2019-06-15	15650	P
USGS	09384600	2019-06-16	15650	P
USGS	09384600	2019-06-17	15670	P
USGS	09384600	2019-06-18	15610	P
USGS	09384600	2019-06-19	15560	P
USGS	09384600	2019-06-20	15500	P
USGS	09384600	2019-06-21	15520	P
USGS	09384600	2019-06-22	15410	P
USGS	09384600	2019-06-23	15420	P
USGS	09384600	2019-06-24	15340	P
USGS	09384600	2019-06-25	15320	P
USGS	09384600	2019-06-26	15240	P
USGS	09384600	2019-06-27	15240	P
USGS	09384600	2019-06-28	15180	P
USGS	09384600	2019-06-29	15140	P
USGS	09384600	2019-06-30	15150	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-08-01 14:55:23 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09384600 LYMAN LAKE NEAR ST. JOHNS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09384600
#            TS   parameter     statistic     Description
#          5222       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5222_00054_32400	5222_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09384600	2019-07-01	15140	P
USGS	09384600	2019-07-02	15000	P
USGS	09384600	2019-07-03	14950	P
USGS	09384600	2019-07-04	14890	P
USGS	09384600	2019-07-05	14860	P
USGS	09384600	2019-07-06	14780	P
USGS	09384600	2019-07-07	14790	P
USGS	09384600	2019-07-08	14700	P
USGS	09384600	2019-07-09	14640	P
USGS	09384600	2019-07-10	14580	P
USGS	09384600	2019-07-11	14520	P
USGS	09384600	2019-07-12	14520	P
USGS	09384600	2019-07-13	14440	P
USGS	09384600	2019-07-14	14350	P
USGS	09384600	2019-07-15	14330	P
USGS	09384600	2019-07-16	14260	P
USGS	09384600	2019-07-17	14220	P
USGS	09384600	2019-07-18	14120	P
USGS	09384600	2019-07-19	14080	P
USGS	09384600	2019-07-20	13960	P
USGS	09384600	2019-07-21	13860	P
USGS	09384600	2019-07-22	13870	P
USGS	09384600	2019-07-23	13740	P
USGS	09384600	2019-07-24	13750	P
USGS	09384600	2019-07-25	13650	P
USGS	09384600	2019-07-26	13630	P
USGS	09384600	2019-07-27	13570	P
USGS	09384600	2019-07-28	13560	P
USGS	09384600	2019-07-29	13490	P
USGS	09384600	2019-07-30	13460	P
USGS	09384600	2019-07-31	13400	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-09-04 19:30:31 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09384600 LYMAN LAKE NEAR ST. JOHNS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09384600
#            TS   parameter     statistic     Description
#          5222       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5222_00054_32400	5222_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09384600	2019-08-01	13240	P
USGS	09384600	2019-08-02	13220	P
USGS	09384600	2019-08-03	13140	P
USGS	09384600	2019-08-04	13110	P
USGS	09384600	2019-08-05	13000	P
USGS	09384600	2019-08-06	12990	P
USGS	09384600	2019-08-07	12930	P
USGS	09384600	2019-08-08	12840	P
USGS	09384600	2019-08-09	12810	P
USGS	09384600	2019-08-10	12770	P
USGS	09384600	2019-08-11	12740	P
USGS	09384600	2019-08-12	12700	P
USGS	09384600	2019-08-13	12620	P
USGS	09384600	2019-08-14	12590	P
USGS	09384600	2019-08-15	12530	P
USGS	09384600	2019-08-16	12490	P
USGS	09384600	2019-08-17	12450	P
USGS	09384600	2019-08-18	12370	P
USGS	09384600	2019-08-19	12300	P
USGS	09384600	2019-08-20	12230	P
USGS	09384600	2019-08-21	12170	P
USGS	09384600	2019-08-22	12060	P
USGS	09384600	2019-08-23	11990	P
USGS	09384600	2019-08-24	11920	P
USGS	09384600	2019-08-25	11870	P
USGS	09384600	2019-08-26	11790	P
USGS	09384600	2019-08-27	11720	P
USGS	09384600	2019-08-28	11670	P
USGS	09384600	2019-08-29	11610	P
USGS	09384600	2019-08-30	11580	P
USGS	09384600	2019-08-31	11530	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-04 19:00:50 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09384600 LYMAN LAKE NEAR ST. JOHNS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09384600
#            TS   parameter     statistic     Description
#          5222       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5222_00054_32400	5222_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09384600	2019-09-01	11470	P
USGS	09384600	2019-09-02	11390	P
USGS	09384600	2019-09-03	11340	P
USGS	09384600	2019-09-04	11260	P
USGS	09384600	2019-09-05	11180	P
USGS	09384600	2019-09-06	11110	P
USGS	09384600	2019-09-07	11080	P
USGS	09384600	2019-09-08	11030	P
USGS	09384600	2019-09-09	10950	P
USGS	09384600	2019-09-10	10880	P
USGS	09384600	2019-09-11	10820	P
USGS	09384600	2019-09-12	10750	P
USGS	09384600	2019-09-13	10680	P
USGS	09384600	2019-09-14	10620	P
USGS	09384600	2019-09-15	10550	P
USGS	09384600	2019-09-16	10480	P
USGS	09384600	2019-09-17	10450	P
USGS	09384600	2019-09-18	10430	P
USGS	09384600	2019-09-19	10380	P
USGS	09384600	2019-09-20	10340	P
USGS	09384600	2019-09-21	10300	P
USGS	09384600	2019-09-22	10270	P
USGS	09384600	2019-09-23	10310	P
USGS	09384600	2019-09-24	10280	P
USGS	09384600	2019-09-25	10260	P
